MarketDate,Name,MarketPrice
25/01/2019,Safaricom Ltd Ord 0.05,23.45
28/01/2019,Safaricom Ltd Ord 0.05,23.45
29/01/2019,Safaricom Ltd Ord 0.05,23.45
30/01/2019,Safaricom Ltd Ord 0.05,23.7
31/01/2019,Safaricom Ltd Ord 0.05,23.85
01/02/2019,Safaricom Ltd Ord 0.05,25.5
04/02/2019,Safaricom Ltd Ord 0.05,26
05/02/2019,Safaricom Ltd Ord 0.05,26.5
06/02/2019,Safaricom Ltd Ord 0.05,26.9
07/02/2019,Safaricom Ltd Ord 0.05,27.05
08/02/2019,Safaricom Ltd Ord 0.05,26.85
11/02/2019,Safaricom Ltd Ord 0.05,26.8
12/02/2019,Safaricom Ltd Ord 0.05,26.9
13/02/2019,Safaricom Ltd Ord 0.05,26.9
14/02/2019,Safaricom Ltd Ord 0.05,26.45
15/02/2019,Safaricom Ltd Ord 0.05,26.1
18/02/2019,Safaricom Ltd Ord 0.05,26.05
19/02/2019,Safaricom Ltd Ord 0.05,26.15
20/02/2019,Safaricom Ltd Ord 0.05,26.15
21/02/2019,Safaricom Ltd Ord 0.05,26
22/02/2019,Safaricom Ltd Ord 0.05,26.05
25/02/2019,Safaricom Ltd Ord 0.05,26.5
26/02/2019,Safaricom Ltd Ord 0.05,26.6
27/02/2019,Safaricom Ltd Ord 0.05,26.55
28/02/2019,Safaricom Ltd Ord 0.05,26
01/03/2019,Safaricom Ltd Ord 0.05,26.1
04/03/2019,Safaricom Ltd Ord 0.05,26.45
05/03/2019,Safaricom Ltd Ord 0.05,26.5
06/03/2019,Safaricom Ltd Ord 0.05,26.6
07/03/2019,Safaricom Ltd Ord 0.05,26.8
08/03/2019,Safaricom Ltd Ord 0.05,27
11/03/2019,Safaricom Ltd Ord 0.05,26.9
12/03/2019,Safaricom Ltd Ord 0.05,26.9
13/03/2019,Safaricom Ltd Ord 0.05,26.75
14/03/2019,Safaricom Ltd Ord 0.05,27
15/03/2019,Safaricom Ltd Ord 0.05,27.75
18/03/2019,Safaricom Ltd Ord 0.05,28.5
19/03/2019,Safaricom Ltd Ord 0.05,28.5
20/03/2019,Safaricom Ltd Ord 0.05,28
21/03/2019,Safaricom Ltd Ord 0.05,28.55
22/03/2019,Safaricom Ltd Ord 0.05,28.65
25/03/2019,Safaricom Ltd Ord 0.05,27.95
26/03/2019,Safaricom Ltd Ord 0.05,27.6
27/03/2019,Safaricom Ltd Ord 0.05,27.6
28/03/2019,Safaricom Ltd Ord 0.05,27.25
29/03/2019,Safaricom Ltd Ord 0.05,27.55
01/04/2019,Safaricom Ltd Ord 0.05,27.9
02/04/2019,Safaricom Ltd Ord 0.05,28.1
03/04/2019,Safaricom Ltd Ord 0.05,28.1
04/04/2019,Safaricom Ltd Ord 0.05,28.05
05/04/2019,Safaricom Ltd Ord 0.05,28
08/04/2019,Safaricom Ltd Ord 0.05,28
09/04/2019,Safaricom Ltd Ord 0.05,27.85
10/04/2019,Safaricom Ltd Ord 0.05,27.75
11/04/2019,Safaricom Ltd Ord 0.05,27.7
12/04/2019,Safaricom Ltd Ord 0.05,27.5
15/04/2019,Safaricom Ltd Ord 0.05,27.3
16/04/2019,Safaricom Ltd Ord 0.05,27.5
17/04/2019,Safaricom Ltd Ord 0.05,27.85
18/04/2019,Safaricom Ltd Ord 0.05,27.85
23/04/2019,Safaricom Ltd Ord 0.05,27.95
24/04/2019,Safaricom Ltd Ord 0.05,28
25/04/2019,Safaricom Ltd Ord 0.05,27.95
26/04/2019,Safaricom Ltd Ord 0.05,27.95
29/04/2019,Safaricom Ltd Ord 0.05,28
30/04/2019,Safaricom Ltd Ord 0.05,28.15
02/05/2019,Safaricom Ltd Ord 0.05,29.55
03/05/2019,Safaricom Ltd Ord 0.05,29.25
06/05/2019,Safaricom Ltd Ord 0.05,28.65
07/05/2019,Safaricom Ltd Ord 0.05,28.6
08/05/2019,Safaricom Ltd Ord 0.05,28.15
09/05/2019,Safaricom Ltd Ord 0.05,27.95
10/05/2019,Safaricom Ltd Ord 0.05,27.45
13/05/2019,Safaricom Ltd Ord 0.05,27.2
14/05/2019,Safaricom Ltd Ord 0.05,26.4
15/05/2019,Safaricom Ltd Ord 0.05,26.7
16/05/2019,Safaricom Ltd Ord 0.05,26.25
17/05/2019,Safaricom Ltd Ord 0.05,26.15
20/05/2019,Safaricom Ltd Ord 0.05,26.2
21/05/2019,Safaricom Ltd Ord 0.05,26.35
22/05/2019,Safaricom Ltd Ord 0.05,26.1
23/05/2019,Safaricom Ltd Ord 0.05,26.15
24/05/2019,Safaricom Ltd Ord 0.05,26.45
27/05/2019,Safaricom Ltd Ord 0.05,26.8
28/05/2019,Safaricom Ltd Ord 0.05,28.35
29/05/2019,Safaricom Ltd Ord 0.05,28
30/05/2019,Safaricom Ltd Ord 0.05,27.65
31/05/2019,Safaricom Ltd Ord 0.05,27.45
03/06/2019,Safaricom Ltd Ord 0.05,27.65
04/06/2019,Safaricom Ltd Ord 0.05,27.7
06/06/2019,Safaricom Ltd Ord 0.05,27.7
07/06/2019,Safaricom Ltd Ord 0.05,27.4
10/06/2019,Safaricom Ltd Ord 0.05,27.45
11/06/2019,Safaricom Ltd Ord 0.05,27.55
12/06/2019,Safaricom Ltd Ord 0.05,27.5
13/06/2019,Safaricom Ltd Ord 0.05,27.35
14/06/2019,Safaricom Ltd Ord 0.05,27.2
17/06/2019,Safaricom Ltd Ord 0.05,27.25
18/06/2019,Safaricom Ltd Ord 0.05,27.3
19/06/2019,Safaricom Ltd Ord 0.05,27
20/06/2019,Safaricom Ltd Ord 0.05,27.15
21/06/2019,Safaricom Ltd Ord 0.05,27.25
24/06/2019,Safaricom Ltd Ord 0.05,27.3
25/06/2019,Safaricom Ltd Ord 0.05,27.45
26/06/2019,Safaricom Ltd Ord 0.05,27.5
27/06/2019,Safaricom Ltd Ord 0.05,27.55
28/06/2019,Safaricom Ltd Ord 0.05,28.1
01/07/2019,Safaricom Ltd Ord 0.05,28.15
02/07/2019,Safaricom Ltd Ord 0.05,28.15
03/07/2019,Safaricom Ltd Ord 0.05,28.15
04/07/2019,Safaricom Ltd Ord 0.05,27.75
05/07/2019,Safaricom Ltd Ord 0.05,27.85
08/07/2019,Safaricom Ltd Ord 0.05,27.55
09/07/2019,Safaricom Ltd Ord 0.05,27
10/07/2019,Safaricom Ltd Ord 0.05,27.5
11/07/2019,Safaricom Ltd Ord 0.05,27.45
12/07/2019,Safaricom Ltd Ord 0.05,27.75
15/07/2019,Safaricom Ltd Ord 0.05,27.5
16/07/2019,Safaricom Ltd Ord 0.05,28
17/07/2019,Safaricom Ltd Ord 0.05,27.95
18/07/2019,Safaricom Ltd Ord 0.05,27.75
19/07/2019,Safaricom Ltd Ord 0.05,27.85
22/07/2019,Safaricom Ltd Ord 0.05,27.8
23/07/2019,Safaricom Ltd Ord 0.05,27.25
24/07/2019,Safaricom Ltd Ord 0.05,27.5
25/07/2019,Safaricom Ltd Ord 0.05,27.5
26/07/2019,Safaricom Ltd Ord 0.05,27.6
29/07/2019,Safaricom Ltd Ord 0.05,27.55
30/07/2019,Safaricom Ltd Ord 0.05,27.45
31/07/2019,Safaricom Ltd Ord 0.05,27.4
01/08/2019,Safaricom Ltd Ord 0.05,27.55
02/08/2019,Safaricom Ltd Ord 0.05,27.6
05/08/2019,Safaricom Ltd Ord 0.05,27.6
06/08/2019,Safaricom Ltd Ord 0.05,27.45
07/08/2019,Safaricom Ltd Ord 0.05,27.2
08/08/2019,Safaricom Ltd Ord 0.05,27.3
09/08/2019,Safaricom Ltd Ord 0.05,27.65
13/08/2019,Safaricom Ltd Ord 0.05,27.9
14/08/2019,Safaricom Ltd Ord 0.05,28
15/08/2019,Safaricom Ltd Ord 0.05,28.5
16/08/2019,Safaricom Ltd Ord 0.05,29.2
19/08/2019,Safaricom Ltd Ord 0.05,29.45
20/08/2019,Safaricom Ltd Ord 0.05,29.3
21/08/2019,Safaricom Ltd Ord 0.05,29.1
22/08/2019,Safaricom Ltd Ord 0.05,29
23/08/2019,Safaricom Ltd Ord 0.05,28.9
26/08/2019,Safaricom Ltd Ord 0.05,28.3
27/08/2019,Safaricom Ltd Ord 0.05,28.2
28/08/2019,Safaricom Ltd Ord 0.05,28
29/08/2019,Safaricom Ltd Ord 0.05,28.25
30/08/2019,Safaricom Ltd Ord 0.05,28.15
02/09/2019,Safaricom Ltd Ord 0.05,28.05
03/09/2019,Safaricom Ltd Ord 0.05,26.2
04/09/2019,Safaricom Ltd Ord 0.05,26.65
05/09/2019,Safaricom Ltd Ord 0.05,26.85
06/09/2019,Safaricom Ltd Ord 0.05,26.8
09/09/2019,Safaricom Ltd Ord 0.05,26.85
10/09/2019,Safaricom Ltd Ord 0.05,26.95
11/09/2019,Safaricom Ltd Ord 0.05,27.05
12/09/2019,Safaricom Ltd Ord 0.05,27.15
13/09/2019,Safaricom Ltd Ord 0.05,27.15
16/09/2019,Safaricom Ltd Ord 0.05,27.2
17/09/2019,Safaricom Ltd Ord 0.05,27.15
18/09/2019,Safaricom Ltd Ord 0.05,27.25
19/09/2019,Safaricom Ltd Ord 0.05,27.2
20/09/2019,Safaricom Ltd Ord 0.05,27.35
23/09/2019,Safaricom Ltd Ord 0.05,27.5
24/09/2019,Safaricom Ltd Ord 0.05,27.5
25/09/2019,Safaricom Ltd Ord 0.05,27.55
26/09/2019,Safaricom Ltd Ord 0.05,27.15
27/09/2019,Safaricom Ltd Ord 0.05,27.1
30/09/2019,Safaricom Ltd Ord 0.05,27.5
01/10/2019,Safaricom Ltd Ord 0.05,27.55
02/10/2019,Safaricom Ltd Ord 0.05,27.65
03/10/2019,Safaricom Ltd Ord 0.05,28.1
04/10/2019,Safaricom Ltd Ord 0.05,28.05
07/10/2019,Safaricom Ltd Ord 0.05,27.85
08/10/2019,Safaricom Ltd Ord 0.05,28.2
09/10/2019,Safaricom Ltd Ord 0.05,28.3
11/10/2019,Safaricom Ltd Ord 0.05,28.45
14/10/2019,Safaricom Ltd Ord 0.05,28
15/10/2019,Safaricom Ltd Ord 0.05,27.9
16/10/2019,Safaricom Ltd Ord 0.05,27.9
18/10/2019,Safaricom Ltd Ord 0.05,28.25
22/10/2019,Safaricom Ltd Ord 0.05,28.45
23/10/2019,Safaricom Ltd Ord 0.05,28.5
24/10/2019,Safaricom Ltd Ord 0.05,28.6
25/10/2019,Safaricom Ltd Ord 0.05,28.7
28/10/2019,Safaricom Ltd Ord 0.05,28.85
29/10/2019,Safaricom Ltd Ord 0.05,28.9
30/10/2019,Safaricom Ltd Ord 0.05,29.25
31/10/2019,Safaricom Ltd Ord 0.05,29.75
01/11/2019,Safaricom Ltd Ord 0.05,30.3
04/11/2019,Safaricom Ltd Ord 0.05,30.4
05/11/2019,Safaricom Ltd Ord 0.05,30.5
08/11/2019,Safaricom Ltd Ord 0.05,30
11/11/2019,Safaricom Ltd Ord 0.05,29.4
12/11/2019,Safaricom Ltd Ord 0.05,29
13/11/2019,Safaricom Ltd Ord 0.05,29.3
14/11/2019,Safaricom Ltd Ord 0.05,29.95
15/11/2019,Safaricom Ltd Ord 0.05,28.75
18/11/2019,Safaricom Ltd Ord 0.05,28.55
19/11/2019,Safaricom Ltd Ord 0.05,28.55
21/11/2019,Safaricom Ltd Ord 0.05,28.5
22/11/2019,Safaricom Ltd Ord 0.05,28.45
25/11/2019,Safaricom Ltd Ord 0.05,28.9
26/11/2019,Safaricom Ltd Ord 0.05,28.85
27/11/2019,Safaricom Ltd Ord 0.05,28.9
28/11/2019,Safaricom Ltd Ord 0.05,28.95
29/11/2019,Safaricom Ltd Ord 0.05,29.25
02/12/2019,Safaricom Ltd Ord 0.05,29.4
03/12/2019,Safaricom Ltd Ord 0.05,29.5
04/12/2019,Safaricom Ltd Ord 0.05,29.4
05/12/2019,Safaricom Ltd Ord 0.05,29.45
06/12/2019,Safaricom Ltd Ord 0.05,30
09/12/2019,Safaricom Ltd Ord 0.05,30.1
10/12/2019,Safaricom Ltd Ord 0.05,30.15
11/12/2019,Safaricom Ltd Ord 0.05,30.25
13/12/2019,Safaricom Ltd Ord 0.05,30.3
16/12/2019,Safaricom Ltd Ord 0.05,30.05
17/12/2019,Safaricom Ltd Ord 0.05,30
18/12/2019,Safaricom Ltd Ord 0.05,30.2
19/12/2019,Safaricom Ltd Ord 0.05,30.9
20/12/2019,Safaricom Ltd Ord 0.05,31.3
23/12/2019,Safaricom Ltd Ord 0.05,31.65
24/12/2019,Safaricom Ltd Ord 0.05,31.7
27/12/2019,Safaricom Ltd Ord 0.05,31.45
30/12/2019,Safaricom Ltd Ord 0.05,31.35
31/12/2019,Safaricom Ltd Ord 0.05,31.5
02/01/2020,Safaricom Ltd Ord 0.05,31.3
03/01/2020,Safaricom Ltd Ord 0.05,31.55
06/01/2020,Safaricom Ltd Ord 0.05,31.5
08/01/2020,Safaricom Ltd Ord 0.05,31.85
13/01/2020,Safaricom Ltd Ord 0.05,32.7
15/01/2020,Safaricom Ltd Ord 0.05,32
16/01/2020,Safaricom Ltd Ord 0.05,32
17/01/2020,Safaricom Ltd Ord 0.05,31.5
20/01/2020,Safaricom Ltd Ord 0.05,31.55
22/01/2020,Safaricom Ltd Ord 0.05,31.5
23/01/2020,Safaricom Ltd Ord 0.05,31.55
24/01/2020,Safaricom Ltd Ord 0.05,31.3
27/01/2020,Safaricom Ltd Ord 0.05,30.7
28/01/2020,Safaricom Ltd Ord 0.05,29.95
29/01/2020,Safaricom Ltd Ord 0.05,30.05
30/01/2020,Safaricom Ltd Ord 0.05,30.6
31/01/2020,Safaricom Ltd Ord 0.05,30.45
03/02/2020,Safaricom Ltd Ord 0.05,30.8
05/02/2020,Safaricom Ltd Ord 0.05,31.55
06/02/2020,Safaricom Ltd Ord 0.05,32.8
07/02/2020,Safaricom Ltd Ord 0.05,32.9
10/02/2020,Safaricom Ltd Ord 0.05,32.65
13/02/2020,Safaricom Ltd Ord 0.05,31.5
14/02/2020,Safaricom Ltd Ord 0.05,31
19/02/2020,Safaricom Ltd Ord 0.05,29.95
20/02/2020,Safaricom Ltd Ord 0.05,29.95
21/02/2020,Safaricom Ltd Ord 0.05,29.9
24/02/2020,Safaricom Ltd Ord 0.05,29.9
25/02/2020,Safaricom Ltd Ord 0.05,29.75
26/02/2020,Safaricom Ltd Ord 0.05,28.2
27/02/2020,Safaricom Ltd Ord 0.05,28.1
28/02/2020,Safaricom Ltd Ord 0.05,27.9
02/03/2020,Safaricom Ltd Ord 0.05,28.1
03/03/2020,Safaricom Ltd Ord 0.05,28.85
04/03/2020,Safaricom Ltd Ord 0.05,29.1
05/03/2020,Safaricom Ltd Ord 0.05,29.55
06/03/2020,Safaricom Ltd Ord 0.05,29.5
10/03/2020,Safaricom Ltd Ord 0.05,27.75
12/03/2020,Safaricom Ltd Ord 0.05,25.75
13/03/2020,Safaricom Ltd Ord 0.05,24.35
16/03/2020,Safaricom Ltd Ord 0.05,24.45
17/03/2020,Safaricom Ltd Ord 0.05,25.1
18/03/2020,Safaricom Ltd Ord 0.05,25.35
19/03/2020,Safaricom Ltd Ord 0.05,25.4
23/03/2020,Safaricom Ltd Ord 0.05,24.6
24/03/2020,Safaricom Ltd Ord 0.05,24.45
25/03/2020,Safaricom Ltd Ord 0.05,24.5
27/03/2020,Safaricom Ltd Ord 0.05,25.35
30/03/2020,Safaricom Ltd Ord 0.05,26
31/03/2020,Safaricom Ltd Ord 0.05,26.45
01/04/2020,Safaricom Ltd Ord 0.05,26.9
02/04/2020,Safaricom Ltd Ord 0.05,28.25
03/04/2020,Safaricom Ltd Ord 0.05,28.75
06/04/2020,Safaricom Ltd Ord 0.05,27.55
07/04/2020,Safaricom Ltd Ord 0.05,26.8
08/04/2020,Safaricom Ltd Ord 0.05,26.2
09/04/2020,Safaricom Ltd Ord 0.05,26.35
14/04/2020,Safaricom Ltd Ord 0.05,27.05
15/04/2020,Safaricom Ltd Ord 0.05,27.45
16/04/2020,Safaricom Ltd Ord 0.05,27.4
17/04/2020,Safaricom Ltd Ord 0.05,28
20/04/2020,Safaricom Ltd Ord 0.05,28.5
21/04/2020,Safaricom Ltd Ord 0.05,28.4
22/04/2020,Safaricom Ltd Ord 0.05,27.95
23/04/2020,Safaricom Ltd Ord 0.05,28.2
24/04/2020,Safaricom Ltd Ord 0.05,27.55
27/04/2020,Safaricom Ltd Ord 0.05,27.55
28/04/2020,Safaricom Ltd Ord 0.05,27.7
29/04/2020,Safaricom Ltd Ord 0.05,29
30/04/2020,Safaricom Ltd Ord 0.05,28.5
04/05/2020,Safaricom Ltd Ord 0.05,29.5
05/05/2020,Safaricom Ltd Ord 0.05,29.95
06/05/2020,Safaricom Ltd Ord 0.05,30.45
07/05/2020,Safaricom Ltd Ord 0.05,28.9
08/05/2020,Safaricom Ltd Ord 0.05,28.35
11/05/2020,Safaricom Ltd Ord 0.05,28.3
12/05/2020,Safaricom Ltd Ord 0.05,28
13/05/2020,Safaricom Ltd Ord 0.05,27.8
14/05/2020,Safaricom Ltd Ord 0.05,27.1
15/05/2020,Safaricom Ltd Ord 0.05,27.65
18/05/2020,Safaricom Ltd Ord 0.05,28.9
19/05/2020,Safaricom Ltd Ord 0.05,29.2
20/05/2020,Safaricom Ltd Ord 0.05,29
21/05/2020,Safaricom Ltd Ord 0.05,28.8
22/05/2020,Safaricom Ltd Ord 0.05,29.35
26/05/2020,Safaricom Ltd Ord 0.05,29
27/05/2020,Safaricom Ltd Ord 0.05,28.65
28/05/2020,Safaricom Ltd Ord 0.05,28.05
29/05/2020,Safaricom Ltd Ord 0.05,28.55
02/06/2020,Safaricom Ltd Ord 0.05,28.75
03/06/2020,Safaricom Ltd Ord 0.05,29.1
04/06/2020,Safaricom Ltd Ord 0.05,29.6
05/06/2020,Safaricom Ltd Ord 0.05,29.5
08/06/2020,Safaricom Ltd Ord 0.05,29.9
09/06/2020,Safaricom Ltd Ord 0.05,29.65
10/06/2020,Safaricom Ltd Ord 0.05,29.95
11/06/2020,Safaricom Ltd Ord 0.05,30.45
12/06/2020,Safaricom Ltd Ord 0.05,30.45
15/06/2020,Safaricom Ltd Ord 0.05,30.45
16/06/2020,Safaricom Ltd Ord 0.05,30.95
17/06/2020,Safaricom Ltd Ord 0.05,30.95
18/06/2020,Safaricom Ltd Ord 0.05,30.95
19/06/2020,Safaricom Ltd Ord 0.05,30.9
22/06/2020,Safaricom Ltd Ord 0.05,30.2
23/06/2020,Safaricom Ltd Ord 0.05,29.45
24/06/2020,Safaricom Ltd Ord 0.05,28.65
25/06/2020,Safaricom Ltd Ord 0.05,28.3
26/06/2020,Safaricom Ltd Ord 0.05,28.5
29/06/2020,Safaricom Ltd Ord 0.05,28.9
30/06/2020,Safaricom Ltd Ord 0.05,28.65
01/07/2020,Safaricom Ltd Ord 0.05,28.7
03/07/2020,Safaricom Ltd Ord 0.05,29.65
06/07/2020,Safaricom Ltd Ord 0.05,29.1
07/07/2020,Safaricom Ltd Ord 0.05,28.1
08/07/2020,Safaricom Ltd Ord 0.05,28
09/07/2020,Safaricom Ltd Ord 0.05,27.5
10/07/2020,Safaricom Ltd Ord 0.05,27.5
13/07/2020,Safaricom Ltd Ord 0.05,27.5
14/07/2020,Safaricom Ltd Ord 0.05,26.95
15/07/2020,Safaricom Ltd Ord 0.05,26.95
16/07/2020,Safaricom Ltd Ord 0.05,27
17/07/2020,Safaricom Ltd Ord 0.05,27
20/07/2020,Safaricom Ltd Ord 0.05,27
21/07/2020,Safaricom Ltd Ord 0.05,26.7
22/07/2020,Safaricom Ltd Ord 0.05,26.85
23/07/2020,Safaricom Ltd Ord 0.05,27.5
24/07/2020,Safaricom Ltd Ord 0.05,28.1
27/07/2020,Safaricom Ltd Ord 0.05,29.35
28/07/2020,Safaricom Ltd Ord 0.05,28.3
29/07/2020,Safaricom Ltd Ord 0.05,28.3
30/07/2020,Safaricom Ltd Ord 0.05,28.15
03/08/2020,Safaricom Ltd Ord 0.05,26.85
04/08/2020,Safaricom Ltd Ord 0.05,26.4
05/08/2020,Safaricom Ltd Ord 0.05,26.15
06/08/2020,Safaricom Ltd Ord 0.05,27.4
07/08/2020,Safaricom Ltd Ord 0.05,27.7
11/08/2020,Safaricom Ltd Ord 0.05,27.5
12/08/2020,Safaricom Ltd Ord 0.05,27.95
13/08/2020,Safaricom Ltd Ord 0.05,27.85
14/08/2020,Safaricom Ltd Ord 0.05,27.7
17/08/2020,Safaricom Ltd Ord 0.05,28.4
18/08/2020,Safaricom Ltd Ord 0.05,28
19/08/2020,Safaricom Ltd Ord 0.05,28
20/08/2020,Safaricom Ltd Ord 0.05,28.05
21/08/2020,Safaricom Ltd Ord 0.05,28.2
24/08/2020,Safaricom Ltd Ord 0.05,28.2
25/08/2020,Safaricom Ltd Ord 0.05,28.65
26/08/2020,Safaricom Ltd Ord 0.05,29
27/08/2020,Safaricom Ltd Ord 0.05,29.45
28/08/2020,Safaricom Ltd Ord 0.05,29.85
31/08/2020,Safaricom Ltd Ord 0.05,29.9
01/09/2020,Safaricom Ltd Ord 0.05,29.9
03/09/2020,Safaricom Ltd Ord 0.05,30.05
04/09/2020,Safaricom Ltd Ord 0.05,29.6
07/09/2020,Safaricom Ltd Ord 0.05,29.05
08/09/2020,Safaricom Ltd Ord 0.05,29
09/09/2020,Safaricom Ltd Ord 0.05,29.05
10/09/2020,Safaricom Ltd Ord 0.05,29.95
11/09/2020,Safaricom Ltd Ord 0.05,30.05
14/09/2020,Safaricom Ltd Ord 0.05,29.95
15/09/2020,Safaricom Ltd Ord 0.05,30.15
16/09/2020,Safaricom Ltd Ord 0.05,30.1
17/09/2020,Safaricom Ltd Ord 0.05,30
18/09/2020,Safaricom Ltd Ord 0.05,30
21/09/2020,Safaricom Ltd Ord 0.05,29.9
22/09/2020,Safaricom Ltd Ord 0.05,30.05
23/09/2020,Safaricom Ltd Ord 0.05,30
24/09/2020,Safaricom Ltd Ord 0.05,30
25/09/2020,Safaricom Ltd Ord 0.05,30.05
28/09/2020,Safaricom Ltd Ord 0.05,29.8
29/09/2020,Safaricom Ltd Ord 0.05,29.8
30/09/2020,Safaricom Ltd Ord 0.05,29.7
02/10/2020,Safaricom Ltd Ord 0.05,30
05/10/2020,Safaricom Ltd Ord 0.05,30
06/10/2020,Safaricom Ltd Ord 0.05,29.95
07/10/2020,Safaricom Ltd Ord 0.05,30.5
08/10/2020,Safaricom Ltd Ord 0.05,30.05
09/10/2020,Safaricom Ltd Ord 0.05,30.1
12/10/2020,Safaricom Ltd Ord 0.05,30.05
13/10/2020,Safaricom Ltd Ord 0.05,30.15
14/10/2020,Safaricom Ltd Ord 0.05,30.1
15/10/2020,Safaricom Ltd Ord 0.05,30.05
16/10/2020,Safaricom Ltd Ord 0.05,30.1
19/10/2020,Safaricom Ltd Ord 0.05,30.1
21/10/2020,Safaricom Ltd Ord 0.05,30.25
22/10/2020,Safaricom Ltd Ord 0.05,30.65
23/10/2020,Safaricom Ltd Ord 0.05,30.95
26/10/2020,Safaricom Ltd Ord 0.05,30.5
27/10/2020,Safaricom Ltd Ord 0.05,30.6
28/10/2020,Safaricom Ltd Ord 0.05,30.6
29/10/2020,Safaricom Ltd Ord 0.05,30.5
30/10/2020,Safaricom Ltd Ord 0.05,30.85
02/11/2020,Safaricom Ltd Ord 0.05,31.25
03/11/2020,Safaricom Ltd Ord 0.05,31.25
04/11/2020,Safaricom Ltd Ord 0.05,31.15
05/11/2020,Safaricom Ltd Ord 0.05,31.25
06/11/2020,Safaricom Ltd Ord 0.05,31.3
09/11/2020,Safaricom Ltd Ord 0.05,30.75
10/11/2020,Safaricom Ltd Ord 0.05,30.95
11/11/2020,Safaricom Ltd Ord 0.05,31.8
13/11/2020,Safaricom Ltd Ord 0.05,31.8
16/11/2020,Safaricom Ltd Ord 0.05,32.1
17/11/2020,Safaricom Ltd Ord 0.05,32.05
18/11/2020,Safaricom Ltd Ord 0.05,31.95
19/11/2020,Safaricom Ltd Ord 0.05,31.45
20/11/2020,Safaricom Ltd Ord 0.05,32
23/11/2020,Safaricom Ltd Ord 0.05,32
24/11/2020,Safaricom Ltd Ord 0.05,31.7
25/11/2020,Safaricom Ltd Ord 0.05,32
26/11/2020,Safaricom Ltd Ord 0.05,32
27/11/2020,Safaricom Ltd Ord 0.05,31.9
30/11/2020,Safaricom Ltd Ord 0.05,32.7
01/12/2020,Safaricom Ltd Ord 0.05,32.3
02/12/2020,Safaricom Ltd Ord 0.05,32.95
03/12/2020,Safaricom Ltd Ord 0.05,33
04/12/2020,Safaricom Ltd Ord 0.05,33.5
07/12/2020,Safaricom Ltd Ord 0.05,33
08/12/2020,Safaricom Ltd Ord 0.05,33
09/12/2020,Safaricom Ltd Ord 0.05,32.95
10/12/2020,Safaricom Ltd Ord 0.05,32.65
11/12/2020,Safaricom Ltd Ord 0.05,32.95
14/12/2020,Safaricom Ltd Ord 0.05,33.15
15/12/2020,Safaricom Ltd Ord 0.05,33.05
16/12/2020,Safaricom Ltd Ord 0.05,32.8
17/12/2020,Safaricom Ltd Ord 0.05,32.9
18/12/2020,Safaricom Ltd Ord 0.05,33.55
22/12/2020,Safaricom Ltd Ord 0.05,33.85
24/12/2020,Safaricom Ltd Ord 0.05,34
28/12/2020,Safaricom Ltd Ord 0.05,34.1
31/12/2020,Safaricom Ltd Ord 0.05,34.25
