MarketDate,Name,MarketPrice
09/01/2017,Safaricom Ltd Ord 0.05,18.5
10/01/2017,Safaricom Ltd Ord 0.05,18.2
11/01/2017,Safaricom Ltd Ord 0.05,18
12/01/2017,Safaricom Ltd Ord 0.05,17.95
13/01/2017,Safaricom Ltd Ord 0.05,17.95
16/01/2017,Safaricom Ltd Ord 0.05,17.95
17/01/2017,Safaricom Ltd Ord 0.05,17.95
18/01/2017,Safaricom Ltd Ord 0.05,18.05
19/01/2017,Safaricom Ltd Ord 0.05,18.15
20/01/2017,Safaricom Ltd Ord 0.05,18.15
23/01/2017,Safaricom Ltd Ord 0.05,18.2
24/01/2017,Safaricom Ltd Ord 0.05,18.2
25/01/2017,Safaricom Ltd Ord 0.05,18.2
26/01/2017,Safaricom Ltd Ord 0.05,18.25
27/01/2017,Safaricom Ltd Ord 0.05,18.4
30/01/2017,Safaricom Ltd Ord 0.05,18.35
31/01/2017,Safaricom Ltd Ord 0.05,18.5
01/02/2017,Safaricom Ltd Ord 0.05,18.55
02/02/2017,Safaricom Ltd Ord 0.05,18.55
03/02/2017,Safaricom Ltd Ord 0.05,18.65
06/02/2017,Safaricom Ltd Ord 0.05,18.9
07/02/2017,Safaricom Ltd Ord 0.05,18.65
08/02/2017,Safaricom Ltd Ord 0.05,18.4
09/02/2017,Safaricom Ltd Ord 0.05,18.45
10/02/2017,Safaricom Ltd Ord 0.05,18.5
13/02/2017,Safaricom Ltd Ord 0.05,18.4
14/02/2017,Safaricom Ltd Ord 0.05,18.3
15/02/2017,Safaricom Ltd Ord 0.05,18.25
16/02/2017,Safaricom Ltd Ord 0.05,18.2
17/02/2017,Safaricom Ltd Ord 0.05,18.05
20/02/2017,Safaricom Ltd Ord 0.05,18
21/02/2017,Safaricom Ltd Ord 0.05,18
22/02/2017,Safaricom Ltd Ord 0.05,18
23/02/2017,Safaricom Ltd Ord 0.05,18
24/02/2017,Safaricom Ltd Ord 0.05,18.1
27/02/2017,Safaricom Ltd Ord 0.05,17.85
28/02/2017,Safaricom Ltd Ord 0.05,17.75
01/03/2017,Safaricom Ltd Ord 0.05,17.05
02/03/2017,Safaricom Ltd Ord 0.05,17
03/03/2017,Safaricom Ltd Ord 0.05,16.9
06/03/2017,Safaricom Ltd Ord 0.05,16.8
07/03/2017,Safaricom Ltd Ord 0.05,16.65
08/03/2017,Safaricom Ltd Ord 0.05,16.2
09/03/2017,Safaricom Ltd Ord 0.05,16
10/03/2017,Safaricom Ltd Ord 0.05,16.9
13/03/2017,Safaricom Ltd Ord 0.05,17.35
14/03/2017,Safaricom Ltd Ord 0.05,18.25
15/03/2017,Safaricom Ltd Ord 0.05,17.85
16/03/2017,Safaricom Ltd Ord 0.05,17.55
17/03/2017,Safaricom Ltd Ord 0.05,17.95
20/03/2017,Safaricom Ltd Ord 0.05,18
21/03/2017,Safaricom Ltd Ord 0.05,18.1
22/03/2017,Safaricom Ltd Ord 0.05,18.1
23/03/2017,Safaricom Ltd Ord 0.05,18.35
24/03/2017,Safaricom Ltd Ord 0.05,18.45
27/03/2017,Safaricom Ltd Ord 0.05,18.7
28/03/2017,Safaricom Ltd Ord 0.05,18.6
29/03/2017,Safaricom Ltd Ord 0.05,18.05
30/03/2017,Safaricom Ltd Ord 0.05,17.95
31/03/2017,Safaricom Ltd Ord 0.05,18
03/04/2017,Safaricom Ltd Ord 0.05,18.45
04/04/2017,Safaricom Ltd Ord 0.05,18.3
05/04/2017,Safaricom Ltd Ord 0.05,18.3
06/04/2017,Safaricom Ltd Ord 0.05,18.6
07/04/2017,Safaricom Ltd Ord 0.05,18.65
10/04/2017,Safaricom Ltd Ord 0.05,19.15
11/04/2017,Safaricom Ltd Ord 0.05,19.25
12/04/2017,Safaricom Ltd Ord 0.05,19.45
13/04/2017,Safaricom Ltd Ord 0.05,19.6
18/04/2017,Safaricom Ltd Ord 0.05,19.15
19/04/2017,Safaricom Ltd Ord 0.05,19.2
20/04/2017,Safaricom Ltd Ord 0.05,19.15
21/04/2017,Safaricom Ltd Ord 0.05,19.15
24/04/2017,Safaricom Ltd Ord 0.05,19.1
25/04/2017,Safaricom Ltd Ord 0.05,18.95
26/04/2017,Safaricom Ltd Ord 0.05,18.95
27/04/2017,Safaricom Ltd Ord 0.05,19
28/04/2017,Safaricom Ltd Ord 0.05,19.25
02/05/2017,Safaricom Ltd Ord 0.05,19.55
03/05/2017,Safaricom Ltd Ord 0.05,19.6
04/05/2017,Safaricom Ltd Ord 0.05,19.65
05/05/2017,Safaricom Ltd Ord 0.05,19.75
08/05/2017,Safaricom Ltd Ord 0.05,20.5
09/05/2017,Safaricom Ltd Ord 0.05,20.25
10/05/2017,Safaricom Ltd Ord 0.05,20
11/05/2017,Safaricom Ltd Ord 0.05,20.5
12/05/2017,Safaricom Ltd Ord 0.05,20.25
15/05/2017,Safaricom Ltd Ord 0.05,20.25
16/05/2017,Safaricom Ltd Ord 0.05,20.25
17/05/2017,Safaricom Ltd Ord 0.05,20
18/05/2017,Safaricom Ltd Ord 0.05,20.25
19/05/2017,Safaricom Ltd Ord 0.05,20.25
22/05/2017,Safaricom Ltd Ord 0.05,20.5
23/05/2017,Safaricom Ltd Ord 0.05,20.5
24/05/2017,Safaricom Ltd Ord 0.05,21
25/05/2017,Safaricom Ltd Ord 0.05,21.5
26/05/2017,Safaricom Ltd Ord 0.05,21.75
29/05/2017,Safaricom Ltd Ord 0.05,21.5
30/05/2017,Safaricom Ltd Ord 0.05,21
31/05/2017,Safaricom Ltd Ord 0.05,22.25
02/06/2017,Safaricom Ltd Ord 0.05,22.5
05/06/2017,Safaricom Ltd Ord 0.05,22.25
06/06/2017,Safaricom Ltd Ord 0.05,22
07/06/2017,Safaricom Ltd Ord 0.05,22.25
08/06/2017,Safaricom Ltd Ord 0.05,22.25
09/06/2017,Safaricom Ltd Ord 0.05,22.75
12/06/2017,Safaricom Ltd Ord 0.05,22.75
13/06/2017,Safaricom Ltd Ord 0.05,23.5
14/06/2017,Safaricom Ltd Ord 0.05,23
15/06/2017,Safaricom Ltd Ord 0.05,23.25
16/06/2017,Safaricom Ltd Ord 0.05,23.5
19/06/2017,Safaricom Ltd Ord 0.05,23
20/06/2017,Safaricom Ltd Ord 0.05,22.75
21/06/2017,Safaricom Ltd Ord 0.05,22.75
22/06/2017,Safaricom Ltd Ord 0.05,23.25
23/06/2017,Safaricom Ltd Ord 0.05,23.25
27/06/2017,Safaricom Ltd Ord 0.05,23.5
28/06/2017,Safaricom Ltd Ord 0.05,23.25
29/06/2017,Safaricom Ltd Ord 0.05,23
30/06/2017,Safaricom Ltd Ord 0.05,22.75
03/07/2017,Safaricom Ltd Ord 0.05,23
04/07/2017,Safaricom Ltd Ord 0.05,23
05/07/2017,Safaricom Ltd Ord 0.05,22.75
06/07/2017,Safaricom Ltd Ord 0.05,22.75
07/07/2017,Safaricom Ltd Ord 0.05,23
10/07/2017,Safaricom Ltd Ord 0.05,23
11/07/2017,Safaricom Ltd Ord 0.05,23
12/07/2017,Safaricom Ltd Ord 0.05,23
13/07/2017,Safaricom Ltd Ord 0.05,23
14/07/2017,Safaricom Ltd Ord 0.05,23
17/07/2017,Safaricom Ltd Ord 0.05,23
18/07/2017,Safaricom Ltd Ord 0.05,23
19/07/2017,Safaricom Ltd Ord 0.05,23
20/07/2017,Safaricom Ltd Ord 0.05,23
21/07/2017,Safaricom Ltd Ord 0.05,23.25
24/07/2017,Safaricom Ltd Ord 0.05,23.25
25/07/2017,Safaricom Ltd Ord 0.05,23.5
26/07/2017,Safaricom Ltd Ord 0.05,23.75
27/07/2017,Safaricom Ltd Ord 0.05,23.75
28/07/2017,Safaricom Ltd Ord 0.05,24.5
31/07/2017,Safaricom Ltd Ord 0.05,24.5
01/08/2017,Safaricom Ltd Ord 0.05,23.75
02/08/2017,Safaricom Ltd Ord 0.05,24
03/08/2017,Safaricom Ltd Ord 0.05,23.75
04/08/2017,Safaricom Ltd Ord 0.05,23.5
07/08/2017,Safaricom Ltd Ord 0.05,23.5
09/08/2017,Safaricom Ltd Ord 0.05,23.75
10/08/2017,Safaricom Ltd Ord 0.05,24.25
11/08/2017,Safaricom Ltd Ord 0.05,24.5
14/08/2017,Safaricom Ltd Ord 0.05,25
15/08/2017,Safaricom Ltd Ord 0.05,24.75
16/08/2017,Safaricom Ltd Ord 0.05,24.25
17/08/2017,Safaricom Ltd Ord 0.05,24.25
18/08/2017,Safaricom Ltd Ord 0.05,24.25
21/08/2017,Safaricom Ltd Ord 0.05,24.75
22/08/2017,Safaricom Ltd Ord 0.05,24.75
23/08/2017,Safaricom Ltd Ord 0.05,25
24/08/2017,Safaricom Ltd Ord 0.05,25.25
25/08/2017,Safaricom Ltd Ord 0.05,26.5
28/08/2017,Safaricom Ltd Ord 0.05,26.75
29/08/2017,Safaricom Ltd Ord 0.05,26.75
30/08/2017,Safaricom Ltd Ord 0.05,26.25
31/08/2017,Safaricom Ltd Ord 0.05,25.5
01/09/2017,Safaricom Ltd Ord 0.05,24.25
04/09/2017,Safaricom Ltd Ord 0.05,24
05/09/2017,Safaricom Ltd Ord 0.05,24.75
06/09/2017,Safaricom Ltd Ord 0.05,24.75
07/09/2017,Safaricom Ltd Ord 0.05,25.25
08/09/2017,Safaricom Ltd Ord 0.05,25.75
11/09/2017,Safaricom Ltd Ord 0.05,26
12/09/2017,Safaricom Ltd Ord 0.05,26
13/09/2017,Safaricom Ltd Ord 0.05,25.25
14/09/2017,Safaricom Ltd Ord 0.05,25.25
15/09/2017,Safaricom Ltd Ord 0.05,25.25
18/09/2017,Safaricom Ltd Ord 0.05,24.25
19/09/2017,Safaricom Ltd Ord 0.05,25
20/09/2017,Safaricom Ltd Ord 0.05,25.25
21/09/2017,Safaricom Ltd Ord 0.05,25.75
22/09/2017,Safaricom Ltd Ord 0.05,25.75
25/09/2017,Safaricom Ltd Ord 0.05,25.75
26/09/2017,Safaricom Ltd Ord 0.05,26
27/09/2017,Safaricom Ltd Ord 0.05,25.75
28/09/2017,Safaricom Ltd Ord 0.05,25.25
29/09/2017,Safaricom Ltd Ord 0.05,24.75
02/10/2017,Safaricom Ltd Ord 0.05,24.5
03/10/2017,Safaricom Ltd Ord 0.05,25
04/10/2017,Safaricom Ltd Ord 0.05,25
05/10/2017,Safaricom Ltd Ord 0.05,24.75
06/10/2017,Safaricom Ltd Ord 0.05,24.75
09/10/2017,Safaricom Ltd Ord 0.05,25
10/10/2017,Safaricom Ltd Ord 0.05,25
11/10/2017,Safaricom Ltd Ord 0.05,25
12/10/2017,Safaricom Ltd Ord 0.05,24.75
13/10/2017,Safaricom Ltd Ord 0.05,25
16/10/2017,Safaricom Ltd Ord 0.05,24.75
17/10/2017,Safaricom Ltd Ord 0.05,24.5
18/10/2017,Safaricom Ltd Ord 0.05,24.25
19/10/2017,Safaricom Ltd Ord 0.05,24
23/10/2017,Safaricom Ltd Ord 0.05,24.25
24/10/2017,Safaricom Ltd Ord 0.05,24.75
27/10/2017,Safaricom Ltd Ord 0.05,25.25
30/10/2017,Safaricom Ltd Ord 0.05,25.25
31/10/2017,Safaricom Ltd Ord 0.05,25.5
01/11/2017,Safaricom Ltd Ord 0.05,25.75
02/11/2017,Safaricom Ltd Ord 0.05,25.25
03/11/2017,Safaricom Ltd Ord 0.05,25.5
06/11/2017,Safaricom Ltd Ord 0.05,25
07/11/2017,Safaricom Ltd Ord 0.05,24.5
08/11/2017,Safaricom Ltd Ord 0.05,24.75
09/11/2017,Safaricom Ltd Ord 0.05,24.75
10/11/2017,Safaricom Ltd Ord 0.05,24.5
13/11/2017,Safaricom Ltd Ord 0.05,24.5
14/11/2017,Safaricom Ltd Ord 0.05,24.5
15/11/2017,Safaricom Ltd Ord 0.05,25
16/11/2017,Safaricom Ltd Ord 0.05,25.25
17/11/2017,Safaricom Ltd Ord 0.05,25.5
20/11/2017,Safaricom Ltd Ord 0.05,25.75
21/11/2017,Safaricom Ltd Ord 0.05,26.75
22/11/2017,Safaricom Ltd Ord 0.05,28
23/11/2017,Safaricom Ltd Ord 0.05,26.5
24/11/2017,Safaricom Ltd Ord 0.05,26.75
27/11/2017,Safaricom Ltd Ord 0.05,27.5
29/11/2017,Safaricom Ltd Ord 0.05,27.5
30/11/2017,Safaricom Ltd Ord 0.05,27.5
01/12/2017,Safaricom Ltd Ord 0.05,27.5
04/12/2017,Safaricom Ltd Ord 0.05,27.5
05/12/2017,Safaricom Ltd Ord 0.05,27.25
06/12/2017,Safaricom Ltd Ord 0.05,27.25
07/12/2017,Safaricom Ltd Ord 0.05,27.75
08/12/2017,Safaricom Ltd Ord 0.05,27.75
11/12/2017,Safaricom Ltd Ord 0.05,28
13/12/2017,Safaricom Ltd Ord 0.05,27.5
14/12/2017,Safaricom Ltd Ord 0.05,27
15/12/2017,Safaricom Ltd Ord 0.05,26.75
18/12/2017,Safaricom Ltd Ord 0.05,26.25
19/12/2017,Safaricom Ltd Ord 0.05,26
20/12/2017,Safaricom Ltd Ord 0.05,26
21/12/2017,Safaricom Ltd Ord 0.05,26.5
22/12/2017,Safaricom Ltd Ord 0.05,26.5
27/12/2017,Safaricom Ltd Ord 0.05,26.25
28/12/2017,Safaricom Ltd Ord 0.05,26.25
29/12/2017,Safaricom Ltd Ord 0.05,26.75
02/01/2018,Safaricom Ltd Ord 0.05,26.75
03/01/2018,Safaricom Ltd Ord 0.05,26.75
04/01/2018,Safaricom Ltd Ord 0.05,27
05/01/2018,Safaricom Ltd Ord 0.05,28
08/01/2018,Safaricom Ltd Ord 0.05,28
09/01/2018,Safaricom Ltd Ord 0.05,28
10/01/2018,Safaricom Ltd Ord 0.05,27.75
11/01/2018,Safaricom Ltd Ord 0.05,27.75
12/01/2018,Safaricom Ltd Ord 0.05,28.25
15/01/2018,Safaricom Ltd Ord 0.05,28.75
16/01/2018,Safaricom Ltd Ord 0.05,29
17/01/2018,Safaricom Ltd Ord 0.05,29
18/01/2018,Safaricom Ltd Ord 0.05,29.25
19/01/2018,Safaricom Ltd Ord 0.05,29.5
22/01/2018,Safaricom Ltd Ord 0.05,29.25
23/01/2018,Safaricom Ltd Ord 0.05,29.5
24/01/2018,Safaricom Ltd Ord 0.05,29.5
25/01/2018,Safaricom Ltd Ord 0.05,29.75
26/01/2018,Safaricom Ltd Ord 0.05,30
29/01/2018,Safaricom Ltd Ord 0.05,29.75
30/01/2018,Safaricom Ltd Ord 0.05,29.75
31/01/2018,Safaricom Ltd Ord 0.05,29.5
01/02/2018,Safaricom Ltd Ord 0.05,29.75
02/02/2018,Safaricom Ltd Ord 0.05,29.75
05/02/2018,Safaricom Ltd Ord 0.05,29.75
06/02/2018,Safaricom Ltd Ord 0.05,29.5
07/02/2018,Safaricom Ltd Ord 0.05,28.5
08/02/2018,Safaricom Ltd Ord 0.05,29.25
09/02/2018,Safaricom Ltd Ord 0.05,29
12/02/2018,Safaricom Ltd Ord 0.05,28.25
13/02/2018,Safaricom Ltd Ord 0.05,28.5
14/02/2018,Safaricom Ltd Ord 0.05,28.75
15/02/2018,Safaricom Ltd Ord 0.05,28.75
16/02/2018,Safaricom Ltd Ord 0.05,29.25
19/02/2018,Safaricom Ltd Ord 0.05,29.25
20/02/2018,Safaricom Ltd Ord 0.05,29.75
21/02/2018,Safaricom Ltd Ord 0.05,29.75
22/02/2018,Safaricom Ltd Ord 0.05,29.5
23/02/2018,Safaricom Ltd Ord 0.05,29.5
26/02/2018,Safaricom Ltd Ord 0.05,29.5
27/02/2018,Safaricom Ltd Ord 0.05,29.5
28/02/2018,Safaricom Ltd Ord 0.05,29.75
01/03/2018,Safaricom Ltd Ord 0.05,29.5
02/03/2018,Safaricom Ltd Ord 0.05,29.25
05/03/2018,Safaricom Ltd Ord 0.05,29.25
06/03/2018,Safaricom Ltd Ord 0.05,29.25
07/03/2018,Safaricom Ltd Ord 0.05,29.5
08/03/2018,Safaricom Ltd Ord 0.05,29.5
09/03/2018,Safaricom Ltd Ord 0.05,29.25
12/03/2018,Safaricom Ltd Ord 0.05,29.25
13/03/2018,Safaricom Ltd Ord 0.05,29.75
14/03/2018,Safaricom Ltd Ord 0.05,29.75
15/03/2018,Safaricom Ltd Ord 0.05,29.5
16/03/2018,Safaricom Ltd Ord 0.05,29.5
19/03/2018,Safaricom Ltd Ord 0.05,30
20/03/2018,Safaricom Ltd Ord 0.05,30.75
21/03/2018,Safaricom Ltd Ord 0.05,31.25
22/03/2018,Safaricom Ltd Ord 0.05,31.75
23/03/2018,Safaricom Ltd Ord 0.05,31.75
26/03/2018,Safaricom Ltd Ord 0.05,31.5
27/03/2018,Safaricom Ltd Ord 0.05,31.25
28/03/2018,Safaricom Ltd Ord 0.05,30.75
29/03/2018,Safaricom Ltd Ord 0.05,31
03/04/2018,Safaricom Ltd Ord 0.05,31.25
04/04/2018,Safaricom Ltd Ord 0.05,32
05/04/2018,Safaricom Ltd Ord 0.05,32.75
06/04/2018,Safaricom Ltd Ord 0.05,32.25
09/04/2018,Safaricom Ltd Ord 0.05,31.75
10/04/2018,Safaricom Ltd Ord 0.05,31.75
11/04/2018,Safaricom Ltd Ord 0.05,32
12/04/2018,Safaricom Ltd Ord 0.05,31.5
13/04/2018,Safaricom Ltd Ord 0.05,31
16/04/2018,Safaricom Ltd Ord 0.05,30.5
17/04/2018,Safaricom Ltd Ord 0.05,29.75
18/04/2018,Safaricom Ltd Ord 0.05,29.5
19/04/2018,Safaricom Ltd Ord 0.05,29.25
20/04/2018,Safaricom Ltd Ord 0.05,29
23/04/2018,Safaricom Ltd Ord 0.05,28.5
24/04/2018,Safaricom Ltd Ord 0.05,28.25
25/04/2018,Safaricom Ltd Ord 0.05,28.5
26/04/2018,Safaricom Ltd Ord 0.05,28.25
27/04/2018,Safaricom Ltd Ord 0.05,28.25
30/04/2018,Safaricom Ltd Ord 0.05,28.25
02/05/2018,Safaricom Ltd Ord 0.05,27.25
03/05/2018,Safaricom Ltd Ord 0.05,27
04/05/2018,Safaricom Ltd Ord 0.05,28.5
07/05/2018,Safaricom Ltd Ord 0.05,28.5
08/05/2018,Safaricom Ltd Ord 0.05,28.25
09/05/2018,Safaricom Ltd Ord 0.05,29
10/05/2018,Safaricom Ltd Ord 0.05,28
11/05/2018,Safaricom Ltd Ord 0.05,27.75
14/05/2018,Safaricom Ltd Ord 0.05,27.25
15/05/2018,Safaricom Ltd Ord 0.05,27.25
16/05/2018,Safaricom Ltd Ord 0.05,28.5
17/05/2018,Safaricom Ltd Ord 0.05,29
18/05/2018,Safaricom Ltd Ord 0.05,29.25
21/05/2018,Safaricom Ltd Ord 0.05,29
22/05/2018,Safaricom Ltd Ord 0.05,29.25
23/05/2018,Safaricom Ltd Ord 0.05,29
25/05/2018,Safaricom Ltd Ord 0.05,29
28/05/2018,Safaricom Ltd Ord 0.05,28.75
29/05/2018,Safaricom Ltd Ord 0.05,28.5
30/05/2018,Safaricom Ltd Ord 0.05,28.25
31/05/2018,Safaricom Ltd Ord 0.05,28.25
04/06/2018,Safaricom Ltd Ord 0.05,28.5
05/06/2018,Safaricom Ltd Ord 0.05,28.75
06/06/2018,Safaricom Ltd Ord 0.05,29.5
07/06/2018,Safaricom Ltd Ord 0.05,29.5
08/06/2018,Safaricom Ltd Ord 0.05,29.5
11/06/2018,Safaricom Ltd Ord 0.05,30
12/06/2018,Safaricom Ltd Ord 0.05,30
13/06/2018,Safaricom Ltd Ord 0.05,30
14/06/2018,Safaricom Ltd Ord 0.05,30
18/06/2018,Safaricom Ltd Ord 0.05,29.75
19/06/2018,Safaricom Ltd Ord 0.05,28.25
20/06/2018,Safaricom Ltd Ord 0.05,27.25
21/06/2018,Safaricom Ltd Ord 0.05,27.25
22/06/2018,Safaricom Ltd Ord 0.05,28.25
25/06/2018,Safaricom Ltd Ord 0.05,28.5
26/06/2018,Safaricom Ltd Ord 0.05,29
27/06/2018,Safaricom Ltd Ord 0.05,29.5
28/06/2018,Safaricom Ltd Ord 0.05,29.75
29/06/2018,Safaricom Ltd Ord 0.05,29.5
02/07/2018,Safaricom Ltd Ord 0.05,29
03/07/2018,Safaricom Ltd Ord 0.05,28
04/07/2018,Safaricom Ltd Ord 0.05,28.5
05/07/2018,Safaricom Ltd Ord 0.05,29
06/07/2018,Safaricom Ltd Ord 0.05,28.75
09/07/2018,Safaricom Ltd Ord 0.05,29
10/07/2018,Safaricom Ltd Ord 0.05,29
11/07/2018,Safaricom Ltd Ord 0.05,28.5
12/07/2018,Safaricom Ltd Ord 0.05,28.5
13/07/2018,Safaricom Ltd Ord 0.05,28.25
16/07/2018,Safaricom Ltd Ord 0.05,28.25
17/07/2018,Safaricom Ltd Ord 0.05,28.75
18/07/2018,Safaricom Ltd Ord 0.05,29
19/07/2018,Safaricom Ltd Ord 0.05,29.25
20/07/2018,Safaricom Ltd Ord 0.05,28.5
23/07/2018,Safaricom Ltd Ord 0.05,28.5
25/07/2018,Safaricom Ltd Ord 0.05,28.75
26/07/2018,Safaricom Ltd Ord 0.05,28.5
27/07/2018,Safaricom Ltd Ord 0.05,28.5
30/07/2018,Safaricom Ltd Ord 0.05,28.5
31/07/2018,Safaricom Ltd Ord 0.05,28
01/08/2018,Safaricom Ltd Ord 0.05,27.75
02/08/2018,Safaricom Ltd Ord 0.05,28
03/08/2018,Safaricom Ltd Ord 0.05,28
06/08/2018,Safaricom Ltd Ord 0.05,28
07/08/2018,Safaricom Ltd Ord 0.05,28
08/08/2018,Safaricom Ltd Ord 0.05,28.75
09/08/2018,Safaricom Ltd Ord 0.05,28.75
10/08/2018,Safaricom Ltd Ord 0.05,28.25
13/08/2018,Safaricom Ltd Ord 0.05,28.5
14/08/2018,Safaricom Ltd Ord 0.05,28.75
15/08/2018,Safaricom Ltd Ord 0.05,29
16/08/2018,Safaricom Ltd Ord 0.05,28.75
17/08/2018,Safaricom Ltd Ord 0.05,29
20/08/2018,Safaricom Ltd Ord 0.05,29
22/08/2018,Safaricom Ltd Ord 0.05,29
23/08/2018,Safaricom Ltd Ord 0.05,29
24/08/2018,Safaricom Ltd Ord 0.05,29
27/08/2018,Safaricom Ltd Ord 0.05,29
28/08/2018,Safaricom Ltd Ord 0.05,29.75
29/08/2018,Safaricom Ltd Ord 0.05,29.75
30/08/2018,Safaricom Ltd Ord 0.05,29.5
31/08/2018,Safaricom Ltd Ord 0.05,28.25
03/09/2018,Safaricom Ltd Ord 0.05,27.75
04/09/2018,Safaricom Ltd Ord 0.05,28.25
05/09/2018,Safaricom Ltd Ord 0.05,27.75
06/09/2018,Safaricom Ltd Ord 0.05,27.75
07/09/2018,Safaricom Ltd Ord 0.05,27.5
10/09/2018,Safaricom Ltd Ord 0.05,27.25
11/09/2018,Safaricom Ltd Ord 0.05,27
12/09/2018,Safaricom Ltd Ord 0.05,27
13/09/2018,Safaricom Ltd Ord 0.05,26.25
14/09/2018,Safaricom Ltd Ord 0.05,26.5
17/09/2018,Safaricom Ltd Ord 0.05,26.5
18/09/2018,Safaricom Ltd Ord 0.05,26.75
19/09/2018,Safaricom Ltd Ord 0.05,26.5
20/09/2018,Safaricom Ltd Ord 0.05,24.75
21/09/2018,Safaricom Ltd Ord 0.05,24
24/09/2018,Safaricom Ltd Ord 0.05,25
25/09/2018,Safaricom Ltd Ord 0.05,24.75
26/09/2018,Safaricom Ltd Ord 0.05,24.75
27/09/2018,Safaricom Ltd Ord 0.05,24.75
28/09/2018,Safaricom Ltd Ord 0.05,24.5
01/10/2018,Safaricom Ltd Ord 0.05,24
02/10/2018,Safaricom Ltd Ord 0.05,24.25
03/10/2018,Safaricom Ltd Ord 0.05,24.25
04/10/2018,Safaricom Ltd Ord 0.05,24.5
05/10/2018,Safaricom Ltd Ord 0.05,24.75
08/10/2018,Safaricom Ltd Ord 0.05,24.5
09/10/2018,Safaricom Ltd Ord 0.05,24.5
11/10/2018,Safaricom Ltd Ord 0.05,24
12/10/2018,Safaricom Ltd Ord 0.05,23
15/10/2018,Safaricom Ltd Ord 0.05,22.25
16/10/2018,Safaricom Ltd Ord 0.05,23.5
17/10/2018,Safaricom Ltd Ord 0.05,23.75
18/10/2018,Safaricom Ltd Ord 0.05,23.5
19/10/2018,Safaricom Ltd Ord 0.05,23.75
22/10/2018,Safaricom Ltd Ord 0.05,23.75
23/10/2018,Safaricom Ltd Ord 0.05,23.75
24/10/2018,Safaricom Ltd Ord 0.05,23.5
25/10/2018,Safaricom Ltd Ord 0.05,23.5
26/10/2018,Safaricom Ltd Ord 0.05,23.5
29/10/2018,Safaricom Ltd Ord 0.05,23.5
30/10/2018,Safaricom Ltd Ord 0.05,23.5
31/10/2018,Safaricom Ltd Ord 0.05,23.25
01/11/2018,Safaricom Ltd Ord 0.05,23.5
02/11/2018,Safaricom Ltd Ord 0.05,24.5
05/11/2018,Safaricom Ltd Ord 0.05,23.75
06/11/2018,Safaricom Ltd Ord 0.05,22.5
07/11/2018,Safaricom Ltd Ord 0.05,22.75
08/11/2018,Safaricom Ltd Ord 0.05,23.25
09/11/2018,Safaricom Ltd Ord 0.05,24.25
12/11/2018,Safaricom Ltd Ord 0.05,24.25
13/11/2018,Safaricom Ltd Ord 0.05,24.25
14/11/2018,Safaricom Ltd Ord 0.05,24
15/11/2018,Safaricom Ltd Ord 0.05,23.75
16/11/2018,Safaricom Ltd Ord 0.05,23.75
19/11/2018,Safaricom Ltd Ord 0.05,23.5
20/11/2018,Safaricom Ltd Ord 0.05,23.5
21/11/2018,Safaricom Ltd Ord 0.05,23.75
22/11/2018,Safaricom Ltd Ord 0.05,23.75
23/11/2018,Safaricom Ltd Ord 0.05,23.75
26/11/2018,Safaricom Ltd Ord 0.05,23.8
27/11/2018,Safaricom Ltd Ord 0.05,23.8
28/11/2018,Safaricom Ltd Ord 0.05,23.8
29/11/2018,Safaricom Ltd Ord 0.05,23.75
30/11/2018,Safaricom Ltd Ord 0.05,23.75
03/12/2018,Safaricom Ltd Ord 0.05,23.75
04/12/2018,Safaricom Ltd Ord 0.05,23.6
05/12/2018,Safaricom Ltd Ord 0.05,23.65
06/12/2018,Safaricom Ltd Ord 0.05,23.4
07/12/2018,Safaricom Ltd Ord 0.05,23
10/12/2018,Safaricom Ltd Ord 0.05,22.65
11/12/2018,Safaricom Ltd Ord 0.05,22.05
13/12/2018,Safaricom Ltd Ord 0.05,22.15
14/12/2018,Safaricom Ltd Ord 0.05,22.9
17/12/2018,Safaricom Ltd Ord 0.05,23
18/12/2018,Safaricom Ltd Ord 0.05,23
19/12/2018,Safaricom Ltd Ord 0.05,22.9
20/12/2018,Safaricom Ltd Ord 0.05,22.45
21/12/2018,Safaricom Ltd Ord 0.05,22.3
24/12/2018,Safaricom Ltd Ord 0.05,22.6
27/12/2018,Safaricom Ltd Ord 0.05,22.6
28/12/2018,Safaricom Ltd Ord 0.05,22.85
31/12/2018,Safaricom Ltd Ord 0.05,22.2
02/01/2019,Safaricom Ltd Ord 0.05,22.25
03/01/2019,Safaricom Ltd Ord 0.05,22.15
04/01/2019,Safaricom Ltd Ord 0.05,21.3
07/01/2019,Safaricom Ltd Ord 0.05,21.45
08/01/2019,Safaricom Ltd Ord 0.05,22
09/01/2019,Safaricom Ltd Ord 0.05,22.3
10/01/2019,Safaricom Ltd Ord 0.05,23
11/01/2019,Safaricom Ltd Ord 0.05,23.4
14/01/2019,Safaricom Ltd Ord 0.05,23.5
15/01/2019,Safaricom Ltd Ord 0.05,23.5
16/01/2019,Safaricom Ltd Ord 0.05,23.8
17/01/2019,Safaricom Ltd Ord 0.05,23.75
18/01/2019,Safaricom Ltd Ord 0.05,23.7
21/01/2019,Safaricom Ltd Ord 0.05,23.5
22/01/2019,Safaricom Ltd Ord 0.05,23.3
23/01/2019,Safaricom Ltd Ord 0.05,23.25
24/01/2019,Safaricom Ltd Ord 0.05,23.2
